出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第五十二出,香柳娘,是,6,"[5, 5, 4, 7, 4, 5, 5, 5, 6, 8, 6, 5, 5, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0, 0, 0]","[5, 5, 4, 7, 0, 5, 5, 5, 6, 0, 5, 5, 4, 4]",[],[],"[3, 3, 6, 6, 6, 2, 7, 5, 5, 5, 2, 3]"
第五十二出,香柳娘,是,7,"[5, 5, 4, 5, 9, 7, 4, 7, 4, 2, 2, 7, 5, 5, 5, 5, 5]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 5, 0, 7, 4, 7, 4, 2, 2, 7, 5, 0, 0, 0, 0]","[5, 5, 4, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5]","[3, 3, 6, 6, 6, 2, 7, 5, 5, 5, 2, 3]",[],"[2, 5, 5, 3, 2, 5, 5]"
第五十三出,风入松慢,否,1,"[7, 7, 7, 7, 2, 7, 4, 7, 4]","[0, 1, 0, 0, 0, 4, 0, 4, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0]","[7, 6, 7, 7, 0, 3, 4, 3, 4]",[],[]
第五十三出,集唐,否,2,"[7, 2, 7, 2, 7, 3, 7, 2, 11, 8, 6, 6, 6, 4, 6, 4, 4, 4, 7, 5, 5, 1, 9, 3, 2, 3, 2, 2, 5, 5, 3, 7, 4, 5, 6, 4, 6, 4, 6, 5, 5, 4, 8, 11, 7, 4, 6, 8, 4, 7, 4, 3, 3, 4, 4, 3, 6, 7, 7]","[0, 2, 0, 2, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 7, 0, 7, 0, 7, 0, 11, 8, 6, 6, 6, 4, 6, 4, 4, 4, 7, 5, 5, 1, 9, 3, 2, 3, 2, 2, 5, 5, 3, 7, 4, 5, 6, 4, 6, 4, 6, 5, 5, 4, 8, 11, 7, 4, 6, 8, 4, 7, 4, 3, 3, 4, 4, 3, 6, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 2, 7, 2, 7, 3, 7, 2, 11, 8, 6, 6, 6, 4, 6, 4, 4, 4, 7, 5, 5, 1, 9, 3, 2, 3, 2, 2, 5, 5, 3, 7, 4, 5, 6, 4, 6, 4, 6, 5, 5, 4, 8, 11, 7, 4, 6, 8, 4, 7, 4, 3, 3, 4, 4, 3, 6, 7, 7]"
第五十三出,唐多令,否,3,"[5, 5, 8, 7, 6]","[0, 0, 1, 1, 0]","[0, 0, 0, 0, 0]","[5, 5, 7, 6, 6]",[],[]
第五十三出,集唐,否,4,"[7, 2, 7, 2, 7, 2, 7, 2, 5, 5, 4, 4, 6, 4, 9, 10, 7, 6, 6]","[0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 7, 0, 7, 0, 7, 0, 5, 5, 4, 4, 6, 4, 9, 10, 7, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 2, 7, 2, 7, 2, 7, 2, 5, 5, 4, 4, 6, 4, 9, 10, 7, 6, 6]"
第五十三出,新水令,否,5,"[10, 9, 6, 6, 4, 9]","[3, 2, 0, 1, 0, 4]","[0, 0, 0, 0, 0, 0]","[7, 7, 6, 5, 4, 5]",[],[],"[2, 6, 3, 7, 7, 6, 1, 7, 7, 6, 4, 8, 2, 2, 7, 3]"
第五十三出,步步娇,否,6,"[5, 6, 6, 9, 3, 3, 4, 6, 7, 4, 5]","[1, 3, 1, 0, 1, 0, 0, 2, 2, 0, 2]","[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0]","[4, 3, 5, 0, 2, 3, 4, 4, 5, 4, 3]","[2, 6, 3, 7, 7, 6, 1, 7, 7, 6, 4, 8, 2, 2, 7, 3]",[],"[5, 4, 4, 7, 6, 3, 5, 6, 4, 5, 5, 1, 3, 8, 5, 6, 2, 7, 2, 4, 8, 2, 3, 3, 5, 3, 7, 6]"
第五十三出,折桂令,否,7,"[9, 8, 8, 5, 3, 6, 7, 4, 6, 2, 4, 7, 3, 9, 3, 5, 4, 5, 11, 12]","[2, 0, 4, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 7, 8]","[0, 8, 0, 0, 3, 0, 0, 0, 6, 2, 4, 0, 3, 0, 3, 0, 0, 5, 0, 0]","[7, 0, 4, 5, 0, 5, 4, 4, 0, 0, 0, 7, 0, 7, 0, 4, 3, 0, 4, 4]","[5, 4, 4, 7, 6, 3, 5, 6, 4, 5, 5, 1, 3, 8, 5, 6, 2, 7, 2, 4, 8, 2, 3, 3, 5, 3, 7, 6]",[],"[1, 5, 12, 4, 7, 6, 2, 5, 8, 6, 4, 6, 6]"
第五十三出,江儿水,否,8,"[6, 5, 4, 3, 10, 7, 8, 5, 8, 4, 3, 8, 4, 4, 6]","[1, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0]","[0, 0, 4, 3, 0, 7, 0, 5, 0, 4, 3, 0, 4, 0, 0]","[5, 5, 0, 0, 7, 0, 7, 0, 7, 0, 0, 6, 0, 4, 6]","[1, 5, 12, 4, 7, 6, 2, 5, 8, 6, 4, 6, 6]",[],"[3, 6, 7, 6, 6]"
第五十三出,雁儿落,否,9,"[6, 3, 6, 3, 6, 3, 6, 3, 9, 9, 6, 3, 6, 3, 6, 4, 6, 4, 2, 9, 4, 8]","[4, 0, 4, 0, 4, 0, 3, 0, 4, 4, 4, 0, 4, 0, 4, 1, 4, 1, 0, 4, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 2, 3, 2, 3, 3, 3, 5, 5, 2, 3, 2, 3, 2, 3, 2, 3, 2, 5, 2, 6]","[3, 6, 7, 6, 6]",[],"[9, 3, 2, 5, 5, 5, 5, 4, 4, 7, 7, 7, 6, 3, 6, 4, 3, 7, 7, 7, 2, 3, 3, 4, 2, 2, 5, 5, 1, 7, 4, 7, 9, 4, 5, 4, 7, 4, 3, 7, 2, 7, 4, 4, 7, 6, 3, 13, 5, 10, 5, 5, 7, 6, 9, 5, 8, 5, 6, 4, 7, 7, 7, 5, 6]"
第五十三出,侥侥犯,否,10,"[10, 6, 4, 8, 5, 5, 8, 5, 5, 2, 6, 2, 2, 9, 7, 5, 11]","[5, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2, 0, 0, 4]","[0, 0, 4, 8, 5, 5, 0, 0, 0, 2, 6, 2, 2, 0, 0, 5, 0]","[5, 5, 0, 0, 0, 0, 7, 4, 3, 0, 0, 0, 0, 7, 7, 0, 7]","[9, 3, 2, 5, 5, 5, 5, 4, 4, 7, 7, 7, 6, 3, 6, 4, 3, 7, 7, 7, 2, 3, 3, 4, 2, 2, 5, 5, 1, 7, 4, 7, 9, 4, 5, 4, 7, 4, 3, 7, 2, 7, 4, 4, 7, 6, 3, 13, 5, 10, 5, 5, 7, 6, 9, 5, 8, 5, 6, 4, 7, 7, 7, 5, 6]",[],"[4, 2, 2, 7, 4, 3]"
第五十三出,收江南,否,11,"[1, 8, 7, 6, 6, 7, 6, 3, 11]","[0, 2, 1, 3, 1, 5, 2, 0, 4]","[1, 0, 0, 0, 0, 0, 0, 3, 0]","[0, 6, 6, 3, 5, 2, 4, 0, 7]","[4, 2, 2, 7, 4, 3]",[],"[7, 3, 5, 4, 5, 4, 4, 6, 6, 4, 12, 6, 8, 7, 5, 8, 5]"
第五十三出,园林好,否,12,"[10, 8, 3, 5, 7]","[2, 1, 0, 1, 1]","[0, 0, 0, 0, 0]","[8, 7, 3, 4, 6]","[7, 3, 5, 4, 5, 4, 4, 6, 6, 4, 12, 6, 8, 7, 5, 8, 5]",[],[12]
第五十三出,沽美酒带太平令,否,13,"[13, 11, 3, 8, 6, 8, 7, 9, 9, 2, 4, 7, 7, 1, 14]","[6, 4, 0, 1, 1, 1, 0, 2, 1, 0, 0, 3, 3, 0, 7]","[0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0]","[7, 7, 0, 7, 5, 7, 7, 7, 8, 0, 4, 4, 4, 0, 7]",[12],[],"[5, 7]"
第五十三出,北尾,否,14,"[12, 14, 6, 11, 11]","[5, 4, 0, 6, 1]","[0, 0, 6, 0, 5]","[7, 10, 0, 5, 5]","[5, 7]",[],"[2, 2, 3, 3, 3, 13, 3, 5, 5, 7, 7, 7, 7, 5, 3, 4, 4, 10, 4, 4, 4, 2, 2, 5, 5, 5, 5, 9, 6, 8, 8, 9, 5, 9, 4, 6, 4, 8, 4, 11, 4]"
第五十四出,绕池游,否,1,"[4, 5, 7]","[0, 0, 0]","[0, 0, 0]","[4, 5, 7]",[],[],"[1, 8, 4, 4, 6, 8, 14, 6, 4, 6, 4, 4, 10, 4, 6]"
第五十四出,绕红楼,否,2,"[8, 7, 4, 4, 5]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7, 7, 4, 4, 5]","[1, 8, 4, 4, 6, 8, 14, 6, 4, 6, 4, 4, 10, 4, 6]",[],"[7, 7, 7, 7, 2, 6, 4, 4, 4, 7, 6, 9, 8, 7, 7, 6, 4, 4, 4, 3, 6, 2, 6, 6, 3, 6]"
第五十四出,罗江怨,否,3,"[5, 7, 7, 8, 6, 4, 6, 8, 6, 3, 6, 12]","[0, 3, 0, 1, 0, 0, 1, 0, 4, 0, 1, 7]","[0, 0, 0, 0, 6, 0, 0, 8, 0, 0, 0, 0]","[5, 4, 7, 7, 0, 4, 5, 0, 2, 3, 5, 5]","[7, 7, 7, 7, 2, 6, 4, 4, 4, 7, 6, 9, 8, 7, 7, 6, 4, 4, 4, 3, 6, 2, 6, 6, 3, 6]",[]
第五十四出,罗江怨,是,4,"[6, 4, 2, 9, 9, 6, 6, 9, 6, 3, 9]","[1, 0, 0, 2, 2, 2, 1, 4, 1, 0, 4]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0]","[5, 4, 0, 7, 7, 4, 5, 5, 5, 0, 5]",[],[],"[3, 4, 4, 4, 1, 7]"
第五十四出,玩仙灯,否,5,"[5, 3, 7]","[0, 0, 3]","[0, 3, 0]","[5, 0, 4]","[3, 4, 4, 4, 1, 7]",[],"[1, 6, 10, 4]"
第五十四出,玩仙灯,是,6,"[6, 3, 4]","[1, 0, 0]","[0, 0, 0]","[5, 3, 4]","[1, 6, 10, 4]",[],"[2, 2, 4, 5]"
第五十四出,入赚,否,7,"[4, 8, 3, 6, 5, 5, 4, 4, 8, 10, 1, 7, 4, 5, 10, 5, 6, 5, 6, 3, 9, 12, 2, 4, 7, 11, 4, 10, 9, 3, 5, 3, 5, 6, 8, 5, 13, 4, 9, 10, 2, 7, 7, 2, 3, 7, 4, 4, 1, 5, 4, 9, 11, 3, 5, 9, 8, 4, 4, 4, 7, 5, 5, 5, 3, 7, 4, 3, 4, 4, 9, 1, 4, 4, 5, 5, 5, 4]","[0, 1, 0, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 5, 0, 0, 2, 2, 0, 2, 5, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 3, 6, 5, 5, 0, 4, 0, 0, 1, 7, 4, 0, 0, 5, 6, 0, 0, 3, 0, 0, 2, 4, 7, 11, 4, 0, 0, 3, 5, 3, 5, 6, 8, 5, 0, 4, 0, 0, 2, 7, 7, 2, 3, 7, 4, 4, 1, 5, 4, 0, 0, 0, 5, 9, 8, 4, 4, 4, 0, 0, 0, 5, 3, 0, 0, 3, 4, 0, 0, 1, 4, 4, 0, 0, 0, 0]","[4, 7, 0, 0, 0, 0, 4, 0, 5, 5, 0, 0, 0, 5, 5, 0, 0, 3, 4, 0, 7, 7, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 3, 0, 0, 0, 0, 0, 0, 7, 2, 5, 0, 0, 3, 4, 0, 0, 4, 7, 0, 0, 0, 5, 5, 4, 4]","[2, 2, 4, 5]",[]
第五十四出,滴溜子,否,8,"[3, 7, 3, 9, 3, 4, 6, 3, 5, 4]","[0, 0, 0, 2, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 7, 3, 7, 2, 4, 6, 3, 4, 4]",[],[]
第五十四出,滴溜子,是,9,"[3, 7, 3, 7, 3, 5, 6, 4, 5, 5, 6]","[0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]","[3, 7, 3, 7, 1, 5, 6, 3, 0, 4, 4]",[],[]
第五十四出,尾声,否,10,"[2, 10, 7, 10, 10]","[0, 3, 0, 3, 3]","[2, 0, 7, 0, 0]","[0, 7, 0, 7, 7]",[],[],"[5, 5, 10, 6, 6, 5, 3, 7, 4, 2, 6, 10, 7]"
第五十五出,北点绛唇,否,1,"[4, 4, 3, 4, 6]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[4, 4, 3, 4, 6]","[5, 5, 5, 4]",[]
第五十五出,集唐,否,2,"[7, 3, 7, 3, 7, 2, 7, 3, 18, 11, 13, 6, 4, 6, 4, 10, 6, 6, 4, 7, 10, 4, 4, 10, 12, 4, 4, 4, 17, 11, 4, 6, 6, 12, 7, 4, 6, 6, 8, 6, 5, 4, 4, 6, 4, 4, 12, 8, 4, 2, 7, 7, 4, 2, 4]","[0, 3, 0, 3, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 7, 0, 7, 0, 7, 0, 18, 11, 13, 6, 4, 6, 4, 10, 6, 6, 4, 7, 10, 4, 4, 10, 12, 4, 4, 4, 17, 11, 4, 6, 6, 12, 7, 4, 6, 6, 8, 6, 5, 4, 4, 6, 4, 4, 12, 8, 4, 2, 7, 7, 4, 2, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 3, 7, 3, 7, 2, 7, 3, 18, 11, 13, 6, 4, 6, 4, 10, 6, 6, 4, 7, 10, 4, 4, 10, 12, 4, 4, 4, 17, 11, 4, 6, 6, 12, 7, 4, 6, 6, 8, 6, 5, 4, 4, 6, 4, 4, 12, 8, 4, 2, 7, 7, 4, 2, 4]"
第五十五出,北点绛唇,是,3,"[4, 4, 3, 4, 5]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[4, 4, 3, 4, 5]",[],[],"[6, 5, 7, 5, 3, 7, 7, 8, 9, 6, 4, 6, 7, 4, 4, 8, 6, 8, 10, 4, 2, 6, 4, 4, 7, 5, 2, 2, 10, 5, 4, 4, 8, 5, 3, 6, 2, 2, 5, 4, 2, 2, 4, 6, 5, 8, 5, 3, 4, 7, 4, 8, 6, 5, 10, 2, 2, 1, 2, 7, 7, 7, 6, 6, 6, 7, 7, 5, 4, 5, 2, 7, 7]"
第五十五出,北黄钟醉花阴,否,4,"[10, 8, 8, 2, 6, 3, 11, 6, 12, 9, 4, 3, 3, 2, 5, 2, 3, 4, 2, 9, 8]","[3, 0, 0, 0, 4, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3]","[0, 0, 8, 2, 0, 0, 0, 0, 12, 9, 4, 3, 3, 2, 5, 2, 3, 4, 2, 0, 0]","[7, 8, 0, 0, 2, 3, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5]","[6, 5, 7, 5, 3, 7, 7, 8, 9, 6, 4, 6, 7, 4, 4, 8, 6, 8, 10, 4, 2, 6, 4, 4, 7, 5, 2, 2, 10, 5, 4, 4, 8, 5, 3, 6, 2, 2, 5, 4, 2, 2, 4, 6, 5, 8, 5, 3, 4, 7, 4, 8, 6, 5, 10, 2, 2, 1, 2, 7, 7, 7, 6, 6, 6, 7, 7, 5, 4, 5, 2, 7, 7]",[],"[7, 2, 2, 7, 6, 5, 4, 6, 9, 2, 2, 5, 6, 4, 6, 4, 4]"
第五十五出,南画眉序,否,5,"[5, 7, 8, 4, 6, 10, 11, 8, 7]","[2, 0, 3, 0, 0, 3, 4, 1, 1]","[0, 0, 0, 0, 6, 0, 0, 0, 0]","[3, 7, 5, 4, 0, 7, 7, 7, 6]","[7, 2, 2, 7, 6, 5, 4, 6, 9, 2, 2, 5, 6, 4, 6, 4, 4]",[],"[2, 6, 4, 10, 3, 7, 5, 4, 2, 7]"
第五十五出,北喜迁莺,否,6,"[8, 9, 4, 4, 8, 2, 4, 10, 7, 4, 2, 6, 10, 2, 6, 6, 6, 4, 6, 8, 6, 5, 4, 4, 8, 2, 3, 7, 7]","[2, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3]","[0, 0, 4, 4, 8, 0, 0, 0, 7, 4, 2, 6, 10, 2, 6, 6, 6, 4, 6, 8, 6, 5, 4, 4, 8, 2, 0, 0, 0]","[6, 8, 0, 0, 0, 2, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4]","[2, 6, 4, 10, 3, 7, 5, 4, 2, 7]",[],"[2, 5, 6, 6]"
第五十五出,南画眉序,否,7,"[6, 7, 5, 4, 10, 4, 6, 6, 4, 6, 8, 4, 8, 9, 8, 7]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1]","[0, 0, 0, 0, 10, 4, 6, 6, 4, 6, 8, 4, 0, 0, 0, 0]","[5, 7, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 6]","[2, 5, 6, 6]",[],"[2, 4, 6, 4, 8, 7, 4, 2, 11]"
第五十五出,北出队子,否,8,"[7, 3, 7, 3, 7, 4, 8, 2, 2, 10, 3, 9, 9, 2, 9, 4, 5, 7, 13, 15, 2, 4, 3, 13]","[3, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 0, 0, 6]","[0, 3, 0, 3, 0, 4, 8, 2, 2, 10, 3, 9, 9, 2, 9, 4, 5, 7, 0, 0, 2, 4, 3, 0]","[4, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 7]","[2, 4, 6, 4, 8, 7, 4, 2, 11]",[],"[9, 11, 3, 12, 4, 7, 4, 10, 8, 10, 4, 4, 6, 2, 7, 8, 2]"
第五十五出,南滴溜子,否,9,"[3, 7, 3, 7, 7, 9, 7, 4]","[0, 0, 0, 0, 1, 1, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[3, 7, 3, 7, 6, 8, 4, 4]","[9, 11, 3, 12, 4, 7, 4, 10, 8, 10, 4, 4, 6, 2, 7, 8, 2]",[],"[2, 5, 6, 6, 6, 12, 6, 4, 6, 4, 3, 4, 8, 6, 8]"
第五十五出,北刮地风,否,10,"[1, 9, 8, 9, 7, 3, 3, 4, 12, 4, 6, 8, 12, 11, 6, 8, 5, 7, 10, 8, 5, 7, 4, 7, 11, 9, 3, 2, 7, 3, 3, 3, 4, 4, 4, 3, 6, 6, 6, 3, 3, 8, 11, 14]","[0, 2, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 8]","[1, 0, 0, 0, 0, 3, 3, 4, 12, 4, 6, 8, 0, 0, 6, 8, 5, 7, 10, 8, 5, 7, 4, 7, 11, 9, 3, 2, 0, 3, 3, 3, 4, 4, 4, 3, 6, 6, 6, 0, 0, 0, 0, 0]","[0, 7, 4, 7, 5, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 5, 5, 6]","[2, 5, 6, 6, 6, 12, 6, 4, 6, 4, 3, 4, 8, 6, 8]",[],"[2, 8, 4, 10, 6, 4, 7, 6, 4, 4, 5, 2, 3, 12, 6, 4, 8, 4, 5, 2, 7, 4, 8, 4, 4, 2, 4, 8, 7, 2, 6, 10, 2, 6]"
第五十五出,南滴滴金,否,11,"[9, 9, 9, 6, 3, 3, 3, 5, 5, 4, 9, 12]","[3, 2, 2, 3, 0, 0, 0, 0, 0, 0, 2, 1]","[0, 0, 0, 0, 3, 0, 3, 5, 5, 0, 0, 0]","[6, 7, 7, 3, 0, 3, 0, 0, 0, 4, 7, 11]","[2, 8, 4, 10, 6, 4, 7, 6, 4, 4, 5, 2, 3, 12, 6, 4, 8, 4, 5, 2, 7, 4, 8, 4, 4, 2, 4, 8, 7, 2, 6, 10, 2, 6]",[],"[3, 9, 8, 3, 6, 8]"
第五十五出,北四门子,否,12,"[12, 1, 1, 1, 6, 2, 9, 6, 6, 9, 6, 12, 11, 2, 6, 6, 4, 5, 4, 6, 9, 2, 7, 3, 8]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0, 2, 1, 3, 2, 0, 4, 3, 1]","[0, 1, 1, 1, 0, 2, 9, 6, 6, 9, 6, 0, 0, 2, 6, 6, 4, 0, 0, 0, 0, 2, 0, 0, 0]","[7, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 3, 3, 3, 7, 0, 3, 0, 7]","[3, 9, 8, 3, 6, 8]",[],"[5, 7, 6, 2, 2, 8]"
第五十五出,南鲍老催,否,13,"[4, 4, 8, 5, 8, 9, 10, 7, 5, 1, 3, 3, 7, 4, 6, 3, 5, 4, 8, 13, 5, 9, 9, 3, 6, 3]","[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0]","[0, 0, 8, 5, 8, 0, 0, 7, 5, 1, 3, 3, 7, 4, 0, 0, 5, 4, 8, 13, 5, 0, 0, 3, 0, 0]","[4, 4, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 8, 7, 0, 4, 3]","[5, 7, 6, 2, 2, 8]",[],"[4, 6, 4, 12, 4, 2, 5]"
第五十五出,北水仙子,否,14,"[1, 1, 1, 3, 1, 1, 1, 11, 5, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 1, 7, 1, 1, 1, 3, 7, 1, 1, 1, 9, 1, 1, 1, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 3]","[1, 1, 1, 0, 1, 1, 1, 3, 5, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 2, 1, 1, 1, 0]","[0, 0, 0, 3, 0, 0, 0, 8, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 7, 0, 0, 0, 2, 5, 0, 0, 0, 7, 0, 0, 0, 8]","[4, 6, 4, 12, 4, 2, 5]",[],"[4, 4, 4, 4, 4, 4, 3, 6, 5, 7, 4, 5, 12, 4, 5, 1, 5, 4, 5, 9, 8, 4, 5, 10]"
第五十五出,南双声子,否,15,"[3, 3, 6, 3, 3, 8, 3, 3, 3, 3, 5, 5]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 6, 3, 3, 6, 3, 3, 3, 3, 5, 4]","[4, 4, 4, 4, 4, 4, 3, 6, 5, 7, 4, 5, 12, 4, 5, 1, 5, 4, 5, 9, 8, 4, 5, 10]",[]
第五十五出,北尾,否,16,"[12, 11, 12]","[5, 4, 4]","[0, 0, 0]","[7, 7, 8]",[],[]
